study_stage,panel_year,repo_name,llm_native_manual,item_type,number,html_url,created_at,stage_end,sampling_weight,agent_opener,agent_visible_24h,agent_visible_30d,early_agent_exposure,coding_or_review_agent_visible_24h,coding_or_review_agent_visible_30d,support_agent_visible_30d,security_review_agent_visible_30d,explicit_ai_disclosure,human_response_hours,maintainer_response_hours,any_response_hours,eligible_1d,eligible_7d,human_response_24h,human_response_7d,maintainer_response_7d,any_response_7d,eligible_30d,resolved_30d,issue_closed_30d,pr_merged_30d,pr_closed_unmerged_30d,eligible_90d,resolved_90d,issue_closed_90d,pr_merged_90d,reply_events_30d,human_reply_events_30d,maintainer_actions_30d,agent_actions_30d,automation_actions_30d,conversation_runs_30d,maintainer_entries_30d,opener_return_rounds_30d,review_events_30d,human_review_events_30d,maintainer_review_events_30d,agent_review_events_30d,changes_requested_30d,commits_after_first_review_30d,commits_after_first_human_review_30d,commits_after_first_agent_review_30d
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,6318,https://github.com/anthropics/claude-code/issues/6318,2025-08-22T08:38:44Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,,,0.073611,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,2,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,4089,https://github.com/anthropics/claude-code/issues/4089,2025-07-21T16:21:19Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,,,191.868056,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,6404,https://github.com/anthropics/claude-code/issues/6404,2025-08-23T15:20:50Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,,,0.053889,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,5496,https://github.com/anthropics/claude-code/issues/5496,2025-08-10T12:25:24Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,,,0.069444,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,6079,https://github.com/anthropics/claude-code/issues/6079,2025-08-19T01:24:09Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,,,0.058333,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,5589,https://github.com/anthropics/claude-code/issues/5589,2025-08-12T04:42:10Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,,,0.069167,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,2,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,6327,https://github.com/anthropics/claude-code/issues/6327,2025-08-22T11:29:18Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,102.228056,155.010556,102.228056,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,2,2,1,0,4,2,1,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,1415,https://github.com/anthropics/claude-code/issues/1415,2025-05-29T17:14:54Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,2.46,,2.46,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,2,2,0,0,3,2,0,1,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,5939,https://github.com/anthropics/claude-code/issues/5939,2025-08-16T20:05:09Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,,,234.018611,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,1608,https://github.com/anthropics/claude-code/issues/1608,2025-06-04T23:00:19Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,3.434167,,3.434167,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,5,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,2758,https://github.com/anthropics/claude-code/issues/2758,2025-06-30T17:32:47Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,195.731389,,195.731389,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,4,4,0,0,3,3,0,2,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,4383,https://github.com/anthropics/claude-code/issues/4383,2025-07-25T10:01:59Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,78.651111,,78.651111,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,2,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,1511,https://github.com/anthropics/claude-code/issues/1511,2025-06-02T16:51:31Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,2.234444,2.234444,2.234444,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,2,2,1,0,3,2,1,1,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,3527,https://github.com/anthropics/claude-code/issues/3527,2025-07-15T09:09:55Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,anthropics/claude-code,llm_native,issue,6294,https://github.com/anthropics/claude-code/issues/6294,2025-08-21T23:40:45Z,2025-08-28,191.466667,no,no,no,no,no,no,no,no,no,51.371389,,0.073889,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,2,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,71662,https://github.com/anthropics/claude-code/issues/71662,2026-06-26T19:39:14Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,3,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,87548,https://github.com/anthropics/claude-code/issues/87548,2026-08-18T06:35:36Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,2,2,0,0,6,1,0,1,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,78220,https://github.com/anthropics/claude-code/issues/78220,2026-07-16T18:38:14Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,76575,https://github.com/anthropics/claude-code/issues/76575,2026-07-11T03:15:08Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,175.281389,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,68451,https://github.com/anthropics/claude-code/issues/68451,2026-06-14T18:52:15Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,239.584722,,239.584722,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,81841,https://github.com/anthropics/claude-code/issues/81841,2026-07-28T03:42:33Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,85762,https://github.com/anthropics/claude-code/issues/85762,2026-08-11T08:48:22Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,64782,https://github.com/anthropics/claude-code/issues/64782,2026-06-02T15:34:17Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,0.123889,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,85783,https://github.com/anthropics/claude-code/issues/85783,2026-08-11T10:11:47Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,179.952222,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,63236,https://github.com/anthropics/claude-code/issues/63236,2026-05-28T17:42:20Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,76.7,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,63468,https://github.com/anthropics/claude-code/issues/63468,2026-05-29T02:00:27Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,23.209722,,23.209722,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,74283,https://github.com/anthropics/claude-code/issues/74283,2026-07-04T21:52:12Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,1028.385,1028.385,1028.385,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,59427,https://github.com/anthropics/claude-code/issues/59427,2026-05-15T15:22:55Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,715.690278,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,3,2,0,0,5,2,0,1,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,89830,https://github.com/anthropics/claude-code/issues/89830,2026-08-26T14:59:59Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,78318,https://github.com/anthropics/claude-code/issues/78318,2026-07-17T00:50:56Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,65828,https://github.com/anthropics/claude-code/issues/65828,2026-06-06T08:58:18Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,0.068056,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,2,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,80819,https://github.com/anthropics/claude-code/issues/80819,2026-07-24T09:51:55Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,77689,https://github.com/anthropics/claude-code/issues/77689,2026-07-15T05:38:44Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,74644,https://github.com/anthropics/claude-code/issues/74644,2026-07-06T02:31:06Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,86880,https://github.com/anthropics/claude-code/issues/86880,2026-08-15T10:30:53Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,38.422222,38.422222,38.422222,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,1,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,63247,https://github.com/anthropics/claude-code/issues/63247,2026-05-28T18:01:16Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,7.8925,,7.8925,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,1,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,59435,https://github.com/anthropics/claude-code/issues/59435,2026-05-15T15:38:53Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,715.425833,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,88254,https://github.com/anthropics/claude-code/issues/88254,2026-08-20T13:58:52Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,68397,https://github.com/anthropics/claude-code/issues/68397,2026-06-14T11:14:49Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,0.043611,,0.043611,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,64215,https://github.com/anthropics/claude-code/issues/64215,2026-05-31T12:54:12Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,813.832778,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,88530,https://github.com/anthropics/claude-code/issues/88530,2026-08-21T12:53:22Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,169.199722,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,78743,https://github.com/anthropics/claude-code/issues/78743,2026-07-18T05:04:46Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,173.479444,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,83547,https://github.com/anthropics/claude-code/issues/83547,2026-08-03T13:32:03Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,66242,https://github.com/anthropics/claude-code/issues/66242,2026-06-08T11:41:27Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,0.1125,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,2,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,anthropics/claude-code,llm_native,issue,83452,https://github.com/anthropics/claude-code/issues/83452,2026-08-03T02:47:34Z,2026-08-28,1172.333333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,22094,https://github.com/langchain-ai/langchain/pull/22094,2024-05-23T20:54:26Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,1.097778,267.658889,0.000833,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,10,8,2,5,2,8,2,1,5,5,2,0,0,8,8,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,23362,https://github.com/langchain-ai/langchain/pull/23362,2024-06-24T18:24:10Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,0.000833,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,21831,https://github.com/langchain-ai/langchain/pull/21831,2024-05-17T20:18:23Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,0.000556,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,22052,https://github.com/langchain-ai/langchain/pull/22052,2024-05-23T00:03:06Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,16.212778,16.212778,0.000833,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,6,5,3,2,1,5,2,2,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,22990,https://github.com/langchain-ai/langchain/pull/22990,2024-06-17T17:00:37Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,1.244167,1.244167,0.001111,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,2,1,1,3,2,2,1,0,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,24204,https://github.com/langchain-ai/langchain/pull/24204,2024-07-12T20:47:00Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,0.000833,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,25010,https://github.com/langchain-ai/langchain/pull/25010,2024-08-03T00:33:59Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,0.000833,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,23603,https://github.com/langchain-ai/langchain/pull/23603,2024-06-27T19:02:49Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,0.003333,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,issue,23381,https://github.com/langchain-ai/langchain/issues/23381,2024-06-25T04:48:29Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,21498,https://github.com/langchain-ai/langchain/pull/21498,2024-05-09T19:17:53Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,0.000833,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,23786,https://github.com/langchain-ai/langchain/pull/23786,2024-07-02T22:57:50Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,0.001111,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,24958,https://github.com/langchain-ai/langchain/pull/24958,2024-08-02T04:41:54Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,8.949444,8.949444,0.001111,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,3,2,1,5,1,3,1,1,1,1,1,0,0,3,3,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,21644,https://github.com/langchain-ai/langchain/pull/21644,2024-05-14T01:34:02Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,0.000833,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,24530,https://github.com/langchain-ai/langchain/pull/24530,2024-07-23T04:12:35Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,10.043611,10.043611,0.001111,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,12,11,4,5,1,7,2,2,10,10,4,0,0,1,1,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,issue,24600,https://github.com/langchain-ai/langchain/issues/24600,2024-07-24T10:04:19Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,35.900556,,35.900556,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,23370,https://github.com/langchain-ai/langchain/pull/23370,2024-06-24T19:50:03Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,73.629167,73.629167,0.000833,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,8,7,5,8,1,4,2,1,5,5,5,0,0,7,7,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,22865,https://github.com/langchain-ai/langchain/pull/22865,2024-06-13T20:50:24Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,1.205278,,0.000833,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,2,1,0,3,1,2,0,0,1,1,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,25754,https://github.com/langchain-ai/langchain/pull/25754,2024-08-26T14:30:41Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,33.532778,33.532778,0.001667,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,3,2,1,5,1,3,1,1,1,1,1,0,0,1,1,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,25430,https://github.com/langchain-ai/langchain/pull/25430,2024-08-15T06:54:27Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,17.953889,,0.001111,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,30,29,0,3,8,7,0,3,29,29,0,0,0,13,13,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,24485,https://github.com/langchain-ai/langchain/pull/24485,2024-07-21T22:31:00Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,0.000833,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,issue,22550,https://github.com/langchain-ai/langchain/issues/22550,2024-06-05T14:29:38Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,25410,https://github.com/langchain-ai/langchain/pull/25410,2024-08-14T20:12:36Z,2024-08-28,113.833333,no,no,yes,no,no,no,yes,no,no,26.117222,,0.000833,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,3,2,0,6,3,2,0,0,2,2,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,25287,https://github.com/langchain-ai/langchain/pull/25287,2024-08-12T03:07:18Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,2.070556,2.070556,0.001111,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,2,1,1,3,1,2,1,0,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,24436,https://github.com/langchain-ai/langchain/pull/24436,2024-07-19T10:39:55Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,2.437778,2.437778,0.001111,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,2,1,1,4,2,2,1,0,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,24494,https://github.com/langchain-ai/langchain/pull/24494,2024-07-22T09:40:40Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,90.909722,92.899444,0.001944,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,4,3,1,5,5,3,1,0,3,3,1,0,0,4,4,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,23406,https://github.com/langchain-ai/langchain/pull/23406,2024-06-25T16:15:23Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,0.000833,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,2,1,1,3,1,2,0,1,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,22765,https://github.com/langchain-ai/langchain/pull/22765,2024-06-11T03:58:26Z,2024-08-28,113.833333,no,no,yes,no,no,no,yes,no,no,60.991944,60.991944,0.000833,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,5,4,3,3,1,3,1,1,4,4,3,0,0,1,1,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,24327,https://github.com/langchain-ai/langchain/pull/24327,2024-07-17T00:57:09Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,,,0.000833,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,langchain-ai/langchain,llm_native,pull_request,22948,https://github.com/langchain-ai/langchain/pull/22948,2024-06-16T04:12:38Z,2024-08-28,113.833333,no,yes,yes,yes,no,no,yes,no,no,32.789444,32.789444,0.001389,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,2,1,1,3,2,2,1,0,1,1,1,0,0,0,0,0
